Region,Atmospheric Condition,Area,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Gender,Injury Severity
Northeast,Cloudy,Rural,Principal Arterial,84,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Principal Arterial,28,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Principal Arterial,69,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Northeast,Cloudy,Rural,Principal Arterial,43,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
Northeast,Cloudy,Rural,Principal Arterial,55,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
Northeast,Cloudy,Rural,Principal Arterial,50,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Urban,Principal Arterial,19,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Cloudy,Rural,Principal Arterial,98,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Principal Arterial,24,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Principal Arterial,28,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Northeast,Cloudy,Urban,Principal Arterial,25,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Northeast,Cloudy,Urban,Principal Arterial,71,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Northeast,Cloudy,Rural,Principal Arterial,27,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Northeast,Cloudy,Rural,Principal Arterial,83,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Northeast,Cloudy,Urban,Principal Arterial,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Northeast,Cloudy,Urban,Principal Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Northeast,Cloudy,Rural,Principal Arterial,50,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Northeast,Cloudy,Urban,Principal Arterial,13,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Northeast,Cloudy,Urban,Principal Arterial,39,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Northeast,Cloudy,Urban,Principal Arterial,47,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,28,Yes,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,29,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,43,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,22,Yes,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,38,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,68,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,20,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
South,Cloudy,Urban,Principal Arterial,38,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
South,Cloudy,Urban,Principal Arterial,19,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,24,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,39,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,59,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,60,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,65,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,68,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,23,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,29,No,Pedestrian,No,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,52,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,53,No,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,25,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Cloudy,Rural,Principal Arterial,49,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Cloudy,Urban,Principal Arterial,33,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Cloudy,Urban,Principal Arterial,35,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
South,Cloudy,Rural,Principal Arterial,76,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,11,No,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,29,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,29,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,23,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,57,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,41,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Cloudy,Urban,Principal Arterial,30,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
South,Cloudy,Rural,Principal Arterial,25,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Cloudy,Rural,Principal Arterial,31,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Cloudy,Urban,Principal Arterial,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
South,Cloudy,Rural,Principal Arterial,1,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,28,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,36,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Urban,Principal Arterial,1,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Urban,Principal Arterial,51,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,19,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,20,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,50,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,56,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,66,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,79,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,26,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,32,Yes,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,56,No,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,19,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,24,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
South,Cloudy,Rural,Principal Arterial,11,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Rural,Principal Arterial,32,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Rural,Principal Arterial,41,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Principal Arterial,26,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Principal Arterial,41,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Principal Arterial,43,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Urban,Principal Arterial,50,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Rural,Principal Arterial,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Cloudy,Urban,Principal Arterial,33,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Cloudy,Urban,Principal Arterial,36,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
South,Cloudy,Rural,Principal Arterial,1,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,8,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,10,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Urban,Principal Arterial,22,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
South,Cloudy,Rural,Principal Arterial,43,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,29,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
South,Cloudy,Rural,Principal Arterial,20,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,73,No,Pedestrian,Unknown,Male,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,64,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
South,Cloudy,Rural,Principal Arterial,34,Yes,Pedestrian,Yes,Female,Fatal Injury (K)
South,Cloudy,Urban,Principal Arterial,28,No,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,27,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,27,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,30,No,Passenger of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,52,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,56,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,62,No,Pedestrian,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,66,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,77,Unknown,Pedestrian,No,Female,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,28,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,2,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,24,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,61,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,64,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,1,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,1,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,1,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,8,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,9,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,30,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,32,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,46,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,61,Unknown,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,5,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,9,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,11,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,31,No,Driver of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,52,No,Driver of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,66,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,74,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,7,Unknown,Passenger of a Motor Vehicle In-Transport,No,Female,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,21,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,22,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,26,No,Passenger of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,26,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,54,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,55,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,69,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,72,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,74,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,90,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,42,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,62,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,24,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,50,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,54,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,59,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,11,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,30,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,41,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,44,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,50,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,54,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,69,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,4,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,38,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,44,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,53,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,62,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Urban,Principal Arterial,27,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,13,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,24,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,44,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,65,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,72,Unknown,Passenger of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,45,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,64,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,86,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,23,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,25,Yes,Pedestrian,Unknown,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,88,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,38,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,66,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
West,Cloudy,Rural,Principal Arterial,10,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,23,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,23,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Urban,Principal Arterial,27,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Urban,Principal Arterial,31,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,22,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,34,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,40,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,68,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,71,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,73,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,24,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,44,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,18,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,31,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Cloudy,Urban,Principal Arterial,19,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
West,Cloudy,Rural,Principal Arterial,19,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,47,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,57,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Cloudy,Urban,Principal Arterial,31,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Cloudy,Urban,Principal Arterial,59,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,7,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,22,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,23,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,46,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Urban,Principal Arterial,24,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Urban,Principal Arterial,36,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
West,Cloudy,Urban,Principal Arterial,41,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
West,Cloudy,Rural,Principal Arterial,24,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,30,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,41,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,53,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,21,Yes,Pedestrian,Unknown,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,45,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
West,Cloudy,Rural,Principal Arterial,21,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,40,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,50,No,Bicyclist,Unknown,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,50,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
West,Cloudy,Rural,Principal Arterial,35,No,Driver of a Motor Vehicle In-Transport,Yes,Female,Fatal Injury (K)
West,Cloudy,Urban,Principal Arterial,51,Unknown,Driver of a Motor Vehicle In-Transport,Yes,Female,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,18,Yes,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
West,Cloudy,Rural,Principal Arterial,21,No,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
Midwest,"Fog, Smog, Smoke",Rural,Principal Arterial,50,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Midwest,"Fog, Smog, Smoke",Urban,Principal Arterial,55,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,"Fog, Smog, Smoke",Rural,Principal Arterial,87,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
